Rank,Player_ID,Year,Game,Total_Year,Total_Game,Total_Others,per_of_Game,Total_Overall,per_of_Total,PlayerName,Nationality
3,Akke,2013,Dota 2,639311.45,320830.26,318481.19,50.18%,644159.79,49.81%,Joakim Akterhall,Sweden 
4,AdmiralBulldog,2013,Dota 2,630159.59,320830.26,309329.33,50.91%,630159.59,50.91%,Henrik Ahnberg,Sweden 
5,EGM,2013,Dota 2,670794,320690.26,350103.74,47.81%,670794,47.81%,Jerry Lundqvist,Sweden 
6,Funn1k,2013,Dota 2,400409.55,157670.38,242739.17,39.38%,400409.55,39.38%,Gleb Lipatnikov,Ukraine
7,Dendi,2013,Dota 2,727894.1,156610.38,571283.72,21.52%,732549.4,21.38%,Danil Ishutin,Ukraine
8,XBOCT,2013,Dota 2,650238.68,156610.38,493628.3,24.09%,651175.29,24.05%,Oleksandr Dashkevych,Ukraine
9,KuroKy,2013,Dota 2,1097128.41,156582.29,940546.12,14.27%,1097851.75,14.26%,Kuro Takhasomi,Germany 
10,Puppey,2013,Dota 2,1362606.3,155010.38,1207595.92,11.38%,1363676.36,11.37%,Clement Ivanov,Estonia 
11,Mushi,2013,Dota 2,774863.03,71478.74,703384.29,9.22%,775150.02,9.22%,"Chai, Yee Fung",Malaysia 
12,Ohaiyo,2013,Dota 2,537394.21,65609.7,471784.51,12.21%,537394.21,12.21%,"Chong, Xin Khoo",Malaysia 
13,Net,2013,Dota 2,150738.75,65609.7,85129.05,43.53%,150956.1,43.46%,Pern Lim Wai,Malaysia 
14,Ky`xY,2013,Dota 2,120805.64,65609.7,55195.94,54.31%,120871.7,54.28%,"Lee, Kong Yang",Malaysia 
15,Xtinct,2013,Dota 2,90348.2,65609.7,24738.5,72.62%,90762.54,72.29%,Joel Chan Zhan Leong,Malaysia 
16,Hao,2013,Dota 2,1753405.94,61937.88,1691468.06,3.53%,1759847.03,3.52%,"Chen, Zhihao",China 
17,Banana,2013,Dota 2,1267523.72,61616.06,1205907.66,4.86%,1279561.56,4.82%,"Jiao, Wang",China 
18,Mu,2013,Dota 2,1386339.63,61054.35,1325285.28,4.40%,1390711.91,4.39%,"Zhang, Pan",China 
19,SanSheng,2013,Dota 2,1198813.87,61054.35,1137759.52,5.09%,1207649.37,5.06%,"Wang, Zhaohui",China 
20,KingJ,2013,Dota 2,71779.32,58399.32,13380,81.36%,84210.81,69.35%,"Zhou, Yang",China 
21,MMY!,2013,Dota 2,1100227.04,40771.04,1059456,3.71%,1112556.41,3.66%,"Lei, Zengrong",China 
22,BurNIng,2013,Dota 2,632344.61,40771.04,591573.57,6.45%,662291.03,6.16%,"Xu, Zhilei",China 
23,Super,2013,Dota 2,1000066.23,35863.6,964202.63,3.59%,1019314.16,3.52%,"Xie, Junhao",China 
24,rOtK,2013,Dota 2,779647.91,35863.6,743784.31,4.60%,799050.51,4.49%,"Bai, Fan",China 
25,Faith,2013,Dota 2,687907.6,35026.89,652880.71,5.09%,706484.09,4.96%,"Zeng, Hongda",China 
26,Ferrari_430,2013,Dota 2,554796.07,35026.89,519769.18,6.31%,578798.68,6.05%,"Luo, Feichi",China 
27,YYF,2013,Dota 2,417377.64,35026.89,382350.75,8.39%,443435.16,7.90%,"Jiang, Cen",China 
28,Zhou,2013,Dota 2,259126.62,34143.36,224983.26,13.18%,290746.29,11.74%,"Chen, Yao",China 
29,QQQ,2013,Dota 2,94072.84,31821.96,62250.88,33.83%,108380.23,29.36%,"Yao, Yi",China 
30,ChuaN,2013,Dota 2,712249.73,31810.15,680439.58,4.47%,739183.13,4.30%,"Wong, Hock Chuan",Malaysia 
31,N0tail,2013,Dota 2,1275892.35,24661.65,1251230.7,1.93%,1284043.96,1.92%,Johan Sundstein,Denmark 
32,Fly,2013,Dota 2,1192074.71,24661.65,1167413.06,2.07%,1205915,2.05%,Tal Aizik,Israel 
33,Era,2013,Dota 2,126523.4,24661.65,101861.75,19.49%,133210.85,18.51%,Adrian Kryeziu,Sweden 
34,Trixi,2013,Dota 2,82623.9,24661.65,57962.25,29.85%,97245.61,25.36%,Kalle Saarinen,Finland 
35,H4nn1,2013,Dota 2,59906.56,24661.65,35244.91,41.17%,71204.36,34.64%,Kai Hanbueckers,Germany 
36,DeMoN,2013,Dota 2,191326.2,21971.19,169355.01,11.48%,191763.86,11.46%,Jimmy Ho,United States 
37,Aui_2000,2013,Dota 2,1931859.44,20178.02,1911681.42,1.04%,1931859.44,1.04%,Kurtis Ling,Canada 
38,MP,2013,Dota 2,428133.93,19577.55,408556.38,4.57%,428133.93,4.57%,"Pyo, Noah",Korea
39,Jyu,2013,Dota 2,27238.43,19577.55,7660.88,71.87%,27238.43,71.87%,"Park, Min Jun",Korea
40,Tenbird,2013,Dota 2,23737.03,19577.55,4159.48,82.48%,23737.03,82.48%,Jeffrey Yi,Korea
41,ksH,2013,Dota 2,21749.32,19577.55,2171.77,90.01%,21749.32,90.01%,"Kim, Sang Hi",Korea
42,Gandhi,2013,Dota 2,19221.76,19221.76,0,100.00%,19221.76,100.00%,"Ik, Jae Song",Korea
43,EternaLEnVy,2013,Dota 2,791697.08,18933.11,772763.97,2.39%,791697.08,2.39%,Jacky Mao,Canada 
44,pieliedie,2013,Dota 2,690423.9,18793.11,671630.79,2.72%,690423.9,2.72%,Johan ?str?m,Sweden 
45,March,2013,Dota 2,230887.97,18456.33,212431.64,7.99%,230887.97,7.99%,"Park, Tae Won",Korea
46,FLUFFNSTUFF,2013,Dota 2,42649.24,18320.22,24329.02,42.96%,42649.24,42.96%,Brian Lee,United States 
47,BuLba,2013,Dota 2,125240.79,17820.22,107420.57,14.23%,125240.79,14.23%,Sam Sosale,United States 
48,TC,2013,Dota 2,46072.04,17820.22,28251.82,38.68%,46072.04,38.68%,Tyler Cook,Canada 
49,SingSing,2013,Dota 2,213806.19,17215.33,196590.86,8.05%,213806.19,8.05%,Weh Sing Yuen,Netherlands 
50,Korok,2013,Dota 2,24173.94,16593.22,7580.72,68.64%,24173.94,68.64%,Steven Ashworth,United States 
51,Sylar,2013,Dota 2,1013771.67,16543.97,997227.7,1.63%,1019826.72,1.62%,"Liu, Jiajun",China 
52,xiao8,2013,Dota 2,1817094.33,16213.61,1800880.72,0.89%,1824534.96,0.89%,"Zhang, Ning",China 
53,Yao,2013,Dota 2,790659.51,16213.61,774445.9,2.05%,796737.98,2.03%,"Yao, Zhengzheng",China 
54,DDC,2013,Dota 2,671410.75,16213.61,655197.14,2.41%,679537.85,2.39%,"Liang, Fa Ming",Macao
55,Reisen,2013,Dota 2,59162.02,16061.11,43100.91,27.15%,59162.02,27.15%,"Lee, Jun Yeong",Korea
56,Arteezy,2013,Dota 2,1036860.01,15928.17,1020931.84,1.54%,1036860.01,1.54%,Artour Babaev,Canada 
57,Forev,2013,Dota 2,421387.57,15736.28,405651.29,3.73%,421387.57,3.73%,"Lee, Sang Don",Korea
58,Heen,2013,Dota 2,77165.32,15171.63,61993.69,19.66%,77165.32,19.66%,"Lee, Seung Gon",Korea
59,ixmike88,2013,Dota 2,25113.04,14573.22,10539.82,58.03%,25113.04,58.03%,Michael Ghannam,United States 
60,Silent,2013,Dota 2,184527.69,11617.44,172910.25,6.30%,184527.69,6.30%,Airat Gaziev,Russia
61,paS,2013,Dota 2,36692.57,11329.17,25363.4,30.88%,36692.57,30.88%,Pascal Lohmeier,Germany 
62,FATA,2013,Dota 2,568992,11309.17,557682.83,1.99%,568992,1.99%,Adrian Trinks,Germany 
63,iceiceice,2013,Dota 2,1123103.56,11209.87,1111893.69,1.00%,1125503.56,1.00%,"Koh, Daryl Pei Xiang",Singapore 
64,qojqva,2013,Dota 2,84777.89,10241.21,74536.68,12.08%,84777.89,12.08%,Max Broecker,Germany 
65,LaNm,2013,Dota 2,933896.18,9901.3,923994.88,1.06%,934348.86,1.06%,"Zhang, Zhicheng",China 
66,LongDD,2013,Dota 2,37884.53,9844.52,28040.01,25.99%,63256.67,15.56%,"Huang, Xiang",China 
67,DD,2013,Dota 2,198069.63,9690.91,188378.72,4.89%,203498.01,4.76%,"Xie, Bin",China 
68,Mag~,2013,Dota 2,152292.85,9217.47,143075.38,6.05%,152292.85,6.05%,Andrey Chipenko,Ukraine
69,alwayswannafly,2013,Dota 2,171481.64,9085.54,162396.1,5.30%,171669.08,5.29%,Anton Bondarenko,Ukraine
70,VANSKOR,2013,Dota 2,89988.31,8456.62,81531.69,9.40%,89988.31,9.40%,Ivan Skorokhod,Russia
71,Goblak,2013,Dota 2,64289.17,8017.65,56271.52,12.47%,66267.76,12.10%,Artur Kostenko,Ukraine
72,Scandal,2013,Dota 2,39210.9,7747.56,31463.34,19.76%,39210.9,19.76%,Roman Sadotenkov,Russia
73,7ckngMad,2013,Dota 2,42047.08,7641.82,34405.26,18.17%,42047.08,18.17%,S?bastien Debs,France 
74,Sockshka,2013,Dota 2,27096.95,7641.82,19455.13,28.20%,27096.95,28.20%,Titouan Merloz,France 
75,Fear,2013,Dota 2,2381799.79,7591.09,2374208.7,0.32%,2383155.64,0.32%,Clinton Loomis,United States
76,Jeyo,2013,Dota 2,77338.8,7251.09,70087.71,9.38%,77338.8,9.38%,Jio Madayag,Canada
77,Waytosexy,2013,Dota 2,31167.14,7219.54,23947.6,23.16%,31167.14,23.16%,Peter Nguyen,Canada
78,NS,2013,Dota 2,18761.61,6809.01,11952.6,36.29%,26590.19,25.61%,Yaroslav Kuznetsov,Russia
79,bdiz,2013,Dota 2,9208.74,6799.57,2409.17,73.84%,9208.74,73.84%,Robert Tinnes,United States 
80,Black^,2013,Dota 2,230328.41,6790.45,223537.96,2.95%,231272.02,2.94%,Dominik Reitmeier,Germany
81,1437,2013,Dota 2,59898.76,6561.36,53337.4,10.95%,59898.76,10.95%,Sivatheeban Sivanathapillai,Canada 
82,Fogged,2013,Dota 2,20748.42,6424.06,14324.36,30.96%,20748.42,30.96%,Ioannis Loucas,United States 
83,miGGel,2013,Dota 2,15453.19,6109.89,9343.3,39.54%,16117.33,37.91%,Mikkel Berg,Denmark 
84,SyndereN,2013,Dota 2,47504.24,5838.54,41665.7,12.29%,47504.24,12.29%,Troels Nielsen,Denmark 
85,YamateH,2013,Dota 2,41343.21,5580.96,35762.25,13.50%,43542.72,12.82%,"Ng, Wei Poong",Malaysia 
86,Illidan,2013,Dota 2,349098.97,5446.38,343652.59,1.56%,351802.04,1.55%,Ilya Pevcaev,Russia
87,Crazy,2013,Dota 2,6843.27,5443.27,1400,79.54%,6843.27,79.54%,Oleg Kolenischenko,Russia
88,KSi,2013,Dota 2,6509.01,5309.01,1200,81.56%,6509.01,81.56%,Sergey Kuzin,Ukraine 
89,UNiVeRsE,2013,Dota 2,2777796.47,5124.06,2772672.41,0.18%,2777796.47,0.18%,Saahil Arora,United States 
90,bOne7,2013,Dota 2,324333.06,5116.91,319216.15,1.58%,324333.06,1.58%,Pittner Armand,Romania 
91,SexyBamboe,2013,Dota 2,68367.48,5017.98,63349.5,7.34%,68367.48,7.34%,Alaan Faraj,Netherlands
92,Fenrir,2013,Dota 2,1134954.79,4993.86,1129960.93,0.44%,1134954.79,0.44%,"Lu, Chao",China 
93,fy,2013,Dota 2,1032300.02,4993.86,1027306.16,0.48%,1032300.02,0.48%,"Xu, Linsen",China 
94,Sneyking,2013,Dota 2,11974.65,4885.23,7089.42,40.80%,11974.65,40.80%,Jing Jun Wu,United States 
95,Resolut1on,2013,Dota 2,973573.55,4850.19,968723.36,0.50%,973573.55,0.50%,Roman Fominok,Ukraine 
96,QO,2013,Dota 2,566779.21,4801.87,561977.34,0.85%,566779.21,0.85%,"Kim, Sunyeob",Korea
97,Rabbit,2013,Dota 2,270410.27,4689.28,265720.99,1.73%,270410.27,1.73%,"Zhang, Wang",China 
98,Kabu,2013,Dota 2,43642.46,4446.89,39195.57,10.19%,45234.1,9.83%,"Zhao, Kai",China 
99,ARS-ART,2013,Dota 2,80781.58,4206.38,76575.2,5.21%,87636.45,4.80%,Sergey Revin,Russia
100,GoD,2013,Dota 2,390022.94,4198.73,385824.21,1.08%,394736.16,1.06%,Sergey Bragin,Russia
1,Hao,2014,Dota 2,1753405.94,1112281,641124.94,63.44%,1759847.03,63.20%,"Chen, Zhihao",China 
2,Banana,2014,Dota 2,1267523.72,1112281,155242.72,87.75%,1279561.56,86.93%,"Jiao, Wang",China 
3,Mu,2014,Dota 2,1386339.63,1098069.23,288270.4,79.21%,1390711.91,78.96%,"Zhang, Pan",China 
4,SanSheng,2014,Dota 2,1198813.87,1098069.23,100744.64,91.60%,1207649.37,90.93%,"Wang, Zhaohui",China 
5,xiao8,2014,Dota 2,1817094.33,1032369.96,784724.37,56.81%,1824534.96,56.58%,"Zhang, Ning",China 
6,Fenrir,2014,Dota 2,1134954.79,380809.65,754145.14,33.55%,1134954.79,33.55%,"Lu, Chao",China 
7,fy,2014,Dota 2,1032300.02,380809.65,651490.37,36.89%,1032300.02,36.89%,"Xu, Linsen",China 
8,Super,2014,Dota 2,1000066.23,380745.48,619320.75,38.07%,1019314.16,37.35%,"Xie, Junhao",China 
9,iceiceice,2014,Dota 2,1123103.56,319366.63,803736.93,28.44%,1125503.56,28.38%,"Koh, Daryl Pei Xiang",Singapore 
10,Sylar,2014,Dota 2,1013771.67,314277.66,699494.01,31.00%,1019826.72,30.82%,"Liu, Jiajun",China 
11,ppd,2014,Dota 2,2602008.62,313493.63,2288514.99,12.05%,2628120.36,11.93%,Peter Dager,United States 
12,Arteezy,2014,Dota 2,1036860.01,313493.63,723366.38,30.23%,1036860.01,30.23%,Artour Babaev,Canada 
13,UNiVeRsE,2014,Dota 2,2777796.47,312493.63,2465302.84,11.25%,2777796.47,11.25%,Saahil Arora,United States 
14,Zai,2014,Dota 2,1222981.3,312493.63,910487.67,25.55%,1241653.84,25.17%,Ludwig W?hlberg,Sweden 
15,rOtK,2014,Dota 2,779647.91,307128.88,472519.03,39.39%,799050.51,38.44%,"Bai, Fan",China 
16,MMY!,2014,Dota 2,1100227.04,256139.33,844087.71,23.28%,1112556.41,23.02%,"Lei, Zengrong",China 
17,Mushi,2014,Dota 2,774863.03,248900.16,525962.87,32.12%,775150.02,32.11%,"Chai, Yee Fung",Malaysia 
18,LaNm,2014,Dota 2,933896.18,245685.86,688210.32,26.31%,934348.86,26.29%,"Zhang, Zhicheng",China 
19,BurNIng,2014,Dota 2,632344.61,245685.86,386658.75,38.85%,662291.03,37.10%,"Xu, Zhilei",China 
20,mason,2014,Dota 2,247461.93,232561.93,14900,93.98%,247461.93,93.98%,Mason Venne,United States 
21,Rabbit,2014,Dota 2,270410.27,219978.31,50431.96,81.35%,270410.27,81.35%,"Zhang, Wang",China 
22,EternaLEnVy,2014,Dota 2,791697.08,218098.03,573599.05,27.55%,791697.08,27.55%,Jacky Mao,Canada 
23,Aui_2000,2014,Dota 2,1931859.44,215791.69,1716067.75,11.17%,1931859.44,11.17%,Kurtis Ling,Canada 
24,pieliedie,2014,Dota 2,690423.9,211791.69,478632.21,30.68%,690423.9,30.68%,Johan ?str?m,Sweden 
25,bOne7,2014,Dota 2,324333.06,204594.69,119738.37,63.08%,324333.06,63.08%,Pittner Armand,Romania 
26,Puppey,2014,Dota 2,1362606.3,189893.7,1172712.6,13.94%,1363676.36,13.93%,Clement Ivanov,Estonia
27,KuroKy,2014,Dota 2,1097128.41,189893.7,907234.71,17.31%,1097851.75,17.30%,Kuro Takhasomi,Germany 
28,Faith,2014,Dota 2,687907.6,187522.21,500385.39,27.26%,706484.09,26.54%,"Zeng, Hongda",China 
29,Ferrari_430,2014,Dota 2,554796.07,186539.51,368256.56,33.62%,578798.68,32.23%,"Luo, Feichi",China 
30,SingSing,2014,Dota 2,213806.19,178174.39,35631.8,83.33%,213806.19,83.33%,Weh Sing Yuen,Netherlands 
31,YYF,2014,Dota 2,417377.64,177068.74,240308.9,42.42%,443435.16,39.93%,"Jiang, Cen",China 
32,ChuaN,2014,Dota 2,712249.73,171666.48,540583.25,24.10%,739183.13,23.22%,"Wong, Hock Chuan",Malaysia 
33,Xi,2014,Dota 2,296360.82,171666.48,124694.34,57.92%,296676.15,57.86%,"Luo, Yinqi",China 
34,Dendi,2014,Dota 2,727894.1,168494.11,559399.99,23.15%,732549.4,23.00%,Danil Ishutin,Ukraine 
35,XBOCT,2014,Dota 2,650238.68,167940.71,482297.97,25.83%,651175.29,25.79%,Oleksandr Dashkevych,Ukraine 
36,Funn1k,2014,Dota 2,400409.55,166709.11,233700.44,41.63%,400409.55,41.63%,Gleb Lipatnikov,Ukraine 
37,DD,2014,Dota 2,198069.63,149609.58,48460.05,75.53%,203498.01,73.52%,"Xie, Bin",China 
38,Yao,2014,Dota 2,790659.51,148023.06,642636.45,18.72%,796737.98,18.58%,"Yao, Zhengzheng",China 
39,DDC,2014,Dota 2,671410.75,147358.18,524052.57,21.95%,679537.85,21.69%,"Liang, Fa Ming",Macao 
40,Lin,2014,Dota 2,156735.06,141699.5,15035.56,90.41%,156735.06,90.41%,"Xu, Ziyang",China 
41,s4,2014,Dota 2,1390946.91,97541.19,1293405.72,7.01%,1392005.68,7.01%,Gustav Magnusson,Sweden 
42,FATA,2014,Dota 2,568992,81228.12,487763.88,14.28%,568992,14.28%,Adrian Trinks,Germany 
43,N0tail,2014,Dota 2,1275892.35,79872.93,1196019.42,6.26%,1284043.96,6.22%,Johan Sundstein,Denmark 
44,Fear,2014,Dota 2,2381799.79,78512.09,2303287.7,3.30%,2383155.64,3.29%,Clinton Loomis,United States 
45,Black^,2014,Dota 2,230328.41,73937.43,156390.98,32.10%,231272.02,31.97%,Dominik Reitmeier,Germany 
46,EGM,2014,Dota 2,670794,71688.61,599105.39,10.69%,670794,10.69%,Jerry Lundqvist,Sweden 
47,Loda,2014,Dota 2,693531.89,66988.39,626543.5,9.66%,698225.81,9.59%,Jonathan Berg,Sweden 
48,AdmiralBulldog,2014,Dota 2,630159.59,65200.99,564958.6,10.35%,630159.59,10.35%,Henrik Ahnberg,Sweden 
49,Akke,2014,Dota 2,639311.45,65107.39,574204.06,10.18%,644159.79,10.11%,Joakim Akterhall,Sweden 
50,VANSKOR,2014,Dota 2,89988.31,60194.18,29794.13,66.89%,89988.31,66.89%,Ivan Skorokhod,Russia
51,MiSeRy,2014,Dota 2,1349187.37,59262.63,1289924.74,4.39%,1349957.12,4.39%,Rasmus Fillipsen,Denmark 
52,Mag~,2014,Dota 2,152292.85,54345.66,97947.19,35.68%,152292.85,35.68%,Andrey Chipenko,Ukraine 
53,Fly,2014,Dota 2,1192074.71,52913.73,1139160.98,4.44%,1205915,4.39%,Tal Aizik,Israel 
54,Silent,2014,Dota 2,184527.69,50316.05,134211.64,27.27%,184527.69,27.27%,Airat Gaziev,Russia
55,alwayswannafly,2014,Dota 2,171481.64,47848.65,123632.99,27.90%,171669.08,27.87%,Anton Bondarenko,Ukraine 
56,Resolut1on,2014,Dota 2,973573.55,47472.25,926101.3,4.88%,973573.55,4.88%,Roman Fominok,Ukraine 
57,Trixi,2014,Dota 2,82623.9,38815.39,43808.51,46.98%,97245.61,39.91%,Kalle Saarinen,Finland
58,BuLba,2014,Dota 2,125240.79,38231.62,87009.17,30.53%,125240.79,30.53%,Sam Sosale,United States 
59,yol,2014,Dota 2,51128.85,36881.55,14247.3,72.13%,51128.85,72.13%,Vladimir Basov,Russia
60,BzzIsPerfect,2014,Dota 2,50481.63,36881.55,13600.08,73.06%,50481.63,73.06%,Stanislav Glushan,Russia
61,Sedoy,2014,Dota 2,50343.33,36881.55,13461.78,73.26%,50343.33,73.26%,Vadim Musorin,Russia
62,qojqva,2014,Dota 2,84777.89,34715.62,50062.27,40.95%,84777.89,40.95%,Max Broecker,Germany
63,fng,2014,Dota 2,389276.79,32544.81,356731.98,8.36%,389276.79,8.36%,Artem Barshack,Belarus 
64,Pajkatt,2014,Dota 2,83542.71,32080.85,51461.86,38.40%,84300.37,38.06%,Per Anders Olsson-Lille,Sweden
65,GoD,2014,Dota 2,390022.94,30883.84,359139.1,7.92%,394736.16,7.82%,Sergey Bragin,Russia
66,JotM,2014,Dota 2,32261.21,30883.84,1377.37,95.73%,32261.21,95.73%,Egor Surkov,Russia
67,H4nn1,2014,Dota 2,59906.56,30556.53,29350.03,51.01%,71204.36,42.91%,Kai Hanbueckers,Germany 
68,paS,2014,Dota 2,36692.57,25273.4,11419.17,68.88%,36692.57,68.88%,Pascal Lohmeier,Germany 
69,Forev,2014,Dota 2,421387.57,23801.61,397585.96,5.65%,421387.57,5.65%,"Lee, Sang Don",Korea
70,March,2014,Dota 2,230887.97,23801.61,207086.36,10.31%,230887.97,10.31%,"Park, Tae Won",Korea
71,Heen,2014,Dota 2,77165.32,23801.61,53363.71,30.84%,77165.32,30.84%,"Lee, Seung Gon",Korea
72,Reisen,2014,Dota 2,59162.02,23801.61,35360.41,40.23%,59162.02,40.23%,"Lee, Jun Yeong",Korea
73,DJ,2014,Dota 2,476121.51,22870.52,453250.99,4.80%,476121.51,4.80%,Djardel Jicko Mampusti,Philippines 
74,Ryo,2014,Dota 2,248383.68,22870.52,225513.16,9.21%,248383.68,9.21%,Ryo Hasegawa,Philippines 
75,Jeyo,2014,Dota 2,77338.8,22870.52,54468.28,29.57%,77338.8,29.57%,Jio Madayag,Canada 
76,Cast,2014,Dota 2,65905.68,22870.52,43035.16,34.70%,65965.68,34.67%,Mark Pillar,Philippines 
77,Corey,2014,Dota 2,23277.26,22637.27,639.99,97.25%,23277.26,97.25%,Corey Wright,United States 
78,Blitz,2014,Dota 2,23137.26,22637.27,499.99,97.84%,23137.26,97.84%,William Lee,United States 
79,Eosin,2014,Dota 2,23137.26,22637.27,499.99,97.84%,23137.26,97.84%,Steven Cheng,United States 
80,SexyBamboe,2014,Dota 2,68367.48,21763.27,46604.21,31.83%,68367.48,31.83%,Alaan Faraj,Netherlands 
81,Goblak,2014,Dota 2,64289.17,21137.71,43151.46,32.88%,66267.76,31.90%,Artur Kostenko,Ukraine 
82,QO,2014,Dota 2,566779.21,20503.24,546275.97,3.62%,566779.21,3.62%,"Kim, Sunyeob",Korea
83,Purge,2014,Dota 2,20735.11,20235.11,500,97.59%,20735.11,97.59%,Kevin Godec,United States 
84,Illidan,2014,Dota 2,349098.97,20226.49,328872.48,5.79%,351802.04,5.75%,Ilya Pevcaev,Russia
85,Era,2014,Dota 2,126523.4,19947.93,106575.47,15.77%,133210.85,14.97%,Adrian Kryeziu,Sweden
86,ninjaboogie,2014,Dota 2,57309.73,19821.2,37488.53,34.59%,57309.73,34.59%,Michael Ross,United States 
87,TC,2014,Dota 2,46072.04,19620.3,26451.74,42.59%,46072.04,42.59%,Tyler Cook,Canada
88,MSS,2014,Dota 2,69663.75,18513.83,51149.92,26.58%,69663.75,26.58%,Arif Anwar,United States 
89,Solo,2014,Dota 2,234471.27,18334,216137.27,7.82%,234471.27,7.82%,Alexei Berezin,Russia
90,Lil,2014,Dota 2,491187.38,17573.89,473613.49,3.58%,491187.38,3.58%,Ilya Ilyuk,Ukraine
91,DkPhobos,2014,Dota 2,359854.4,17573.89,342280.51,4.88%,361179,4.87%,Alexander Kucheria,Ukraine
92,Net,2014,Dota 2,150738.75,17067.77,133670.98,11.32%,150956.1,11.31%,Pern Lim Wai,Malaysia 
93,Ky`xY,2014,Dota 2,120805.64,17067.77,103737.87,14.13%,120871.7,14.12%,"Lee, Kong Yang",Malaysia 
94,Waytosexy,2014,Dota 2,31167.14,16447.6,14719.54,52.77%,31167.14,52.77%,Peter Nguyen,Canada
95,Xtinct,2014,Dota 2,90348.2,15557.88,74790.32,17.22%,90762.54,17.14%,Joel Chan Zhan Leong,Malaysia 
96,Ohaiyo,2014,Dota 2,537394.21,14802.94,522591.27,2.75%,537394.21,2.75%,"Chong, Xin Khoo",Malaysia 
97,DeMoN,2014,Dota 2,191326.2,14720.6,176605.6,7.69%,191763.86,7.68%,Jimmy Ho,United States 
98,SmAsH,2014,Dota 2,26756,13197.21,13558.79,49.32%,26756,49.32%,Freddy Sina,Peru 
99,yoky,2014,Dota 2,109596.69,13018.08,96578.61,11.88%,109596.69,11.88%,Maxim Kim,Russia
100,Zhou,2014,Dota 2,259126.62,12701.25,246425.37,4.90%,290746.29,4.37%,"Chen, Yao",China 
1,UNiVeRsE,2015,Dota 2,2777796.47,1730076.34,1047720.13,62.28%,2777796.47,62.28%,Saahil Arora,United States 
2,ppd,2015,Dota 2,2602008.62,1730076.34,871932.28,66.49%,2628120.36,65.83%,Peter Dager,United States 
3,SumaiL,2015,Dota 2,2458632.14,1730076.34,728555.8,70.37%,2458632.14,70.37%,Sumail Hassan,Pakistan 
4,Fear,2015,Dota 2,2381799.79,1730076.34,651723.45,72.64%,2383155.64,72.60%,Clinton Loomis,United States 
5,Aui_2000,2015,Dota 2,1931859.44,1641750.94,290108.5,84.98%,1931859.44,84.98%,Kurtis Ling,Canada 
6,Agressif,2015,Dota 2,837031.67,651470.87,185560.8,77.83%,837031.67,77.83%,"Sun, Zheng",China 
7,Q,2015,Dota 2,806062.61,651470.87,154591.74,80.82%,806062.61,80.82%,"Fu, Bin",China 
8,garder,2015,Dota 2,705460.56,651470.87,53989.69,92.35%,705460.56,92.35%,"Liu, Xinzhou",China 
9,Xz,2015,Dota 2,692284.8,644622.67,47662.13,93.12%,692284.8,93.12%,"Chen, Zezhi",China 
10,Shiki,2015,Dota 2,651390.42,644622.67,6767.75,98.96%,651390.42,98.96%,"Huang, Jiwei",China 
11,MMY!,2015,Dota 2,1100227.04,597319.62,502907.42,54.29%,1112556.41,53.69%,"Lei, Zengrong",China 
